GRCode,short name,clade,genus,trivial,subnames,subnames,taxon_author,date,senior synonym,,,
GR5211,Neu.mar_cf,graptolite,Neurograptus,margaritatus_cf,*,*,*,*,99999,,,
GR5201,Neu.sp,graptolite,Neurograptus,sp.,*,*,*,*,99999,,,
GR4946,Neu?sp.,graptolite,Neurograptus?,sp,*,*,Chen_et_al,2000,99999,,,
GR4352,Nor.brcf,graptolite,Normalograptus,brevis_cf,*,*,*,*,99999,,,
GR1247,Nor.daaf,graptolite,Normalograptus,daviesi_aff,*,*,*,*,99999,,,
GR4535,Nor.imaf,graptolite,Normalograptus,imperfectus_aff,*,*,Fan_&_Chen,2007,99999,,,
GR4459,Nor.inaf,graptolite,Normalograptus,inazonae_aff,*,*,_Zhang_et_al,2007,99999,,,
GR4534,Nor.inaf,graptolite,Normalograptus,indivisus_aff,*,*,Fan_&_Chen,2007,99999,,,
GR4686,Nor.meaf,graptolite,Normalograptus,medius_aff,*,*,_Davies_et_al,1997,99999,,,
GR3387,Nor.meaf,graptolite,Normalograptus,medius_aff,*,*,_Koren_&_Sobolevskaya,2002,99999,,,
GR4505,Nor.meaf,graptolite,Normalograptus,medius_aff,*,*,(_Rickards),1970,99999,,,
GR1254,Nor.miaf,graptolite,Normalograptus,minimus_aff,*,*,Carruthers,*,99999,,,
GR5183,Nor.mosp,graptolite,Normalograptus,mohawkensis,sp.,*,*,*,99999,,,
GR5184,Nor.n.sp1,graptolite,Normalograptus,n.sp.1,*,*,*,*,99999,,,
GR3442,Nor.noaf,graptolite,Normalograptus,normalis_aff,*,*,_Bogolepova,1996,99999,,,
GR3513,Nor.noaf,graptolite,Normalograptus,normalis_aff,*,*,_Rickards_et_al,2002,99999,,,
GR4357,Nor.noaf,graptolite,Normalograptus,normalis_aff,*,*,_Storch_&_Kraft,2008,99999,,,
GR4592,Nor.pecf,graptolite,Normalograptus,persculptus_cf,*,*,author??,*,99999,,,
GR4728,Nor.scaf,graptolite,Normalograptus,scalaris_aff,*,*,_Davies_et_al,1997,99999,,,
GR4911,Nor.sp.,graptolite,Normalograptus,sp,*,*,*,*,99999,,,
GR5154,Nor.sp1,graptolite,Normalograptus,sp.1,*,*,*,*,99999,,,
GR5173,Nor.sp.nov,graptolite,Normalograptus,sp.nov.,*,*,*,*,99999,,,
GR3638,Nor.tacf,graptolite,Normalograptus,tariti_cf,*,*,(Legrande),1970,99999,,,
GR4536,Nor.traf,graptolite,Normalograptus,trifilis_aff,*,*,Fan_&_Chen,2007,99999,,,
GR3407,Onc.bicf,graptolite,Oncograptus,upsilon,biangulatus_cf,*,Harris_&_Keble,1916,99999,,,
GR5190,Ort.ampsp,graptolite,Orthograptus,amplexicaulis,sp.,(Hall),*,*,99999,,,
GR5172,Ort.ampaff,graptolite,Orthograptus,amplexicaulis_aff,sp.,*,*,*,99999,,,
GR5178,Ort.ampcf,graptolite,Orthograptus,amplexicaulis_cf,*,*,*,*,99999,,,
GR5174,Ort.ampcfsp,graptolite,Orthograptus,amplexicaulis_cf,sp.,*,(Hall),*,99999,,,
GR5217,Ort.calacu_cf,graptolite,Orthograptus,calcaratus,acutus_cf,*,*,*,99999,,,
GR5151,Ort.cbascf,graptolite,Orthograptus,calcaratus,basilicus_cf,*,*,*,99999,,,
GR5216,Ort.calcor_cf,graptolite,Orthograptus,calcaratus,cornutus_cf,*,*,*,99999,,,
GR5188,Ort.calssp,graptolite,Orthograptus,calcaratus,ssp.,*,*,*,99999,,,
GR5219,Ort.int_cf,graptolite,Orthograptus,intermedius_cf,*,*,*,*,99999,,,
GR5181,Ort.nsp,graptolite,Orthograptus,n.sp.,*,*,*,*,99999,,,
GR5214,Ort.pagmic_cf,graptolite,Orthograptus,pageanus,micracanthus_cf,*,*,*,99999,,,
GR4868,Ort.paup_cf,graptolite,Orthograptus,pauperatus_cf,*,*,Skoglund,1963,99999,,,
GR5215,Ort.Peosl_cf,graptolite,Orthograptus,peosta,s.l._cf,*,*,*,99999,,,
GR4869,Ort.quad_cf,graptolite,Orthograptus,quadrimucronatus_cf,*,*,Skoglund,1963,99999,,,
GR5149,Ort.ruecf,graptolite,Orthograptus,ruedemanni_cf,*,*,*,*,99999,,,
GR4870,Ort.sp.,graptolite,Orthograptus,sp,*,*,*,*,99999,,,
GR4871,Ort.trun_cf,graptolite,Orthograptus,truncatus_cf,*,*,Skoglund,1963,99999,,,
GR4344,Ort.vucf,graptolite,Orthograptus,vulgatus_cf,*,*,*,*,99999,,,
GR5208,Ort.calbalsp,graptolite,Orthograptus_aff,calcaratus,basilicus,sp.,*,*,99999,,,
GR5176,Ort.nsp,graptolite,Orthoretiolites,n.sp.,*,*,*,*,99999,,,
GR1323,Ort.sp.,graptolite,Orthoretiolites,sp,*,*,*,*,99999,,,
GR5159,Ort.?sp.,graptolite,Orthoretiolites?,sp.,*,*,*,*,99999,,,
GR4988,Pap.A,graptolite,Papiliograptus,sp A,*,*,Lenz_&_Kozlowska,2002,99999,,,
GR3480,Par.kiaf,graptolite,Paradelograptus,kinnegraptoides_aff,*,*,Jackson_&_Lenz,2003,99999,,,
GR3464,Par.prcf,graptolite,Paradelograptus,pritchardi_cf,*,*,(Hall),1899,99999,,,
GR4872,PaD.sp.,graptolite,Paradelograptus,sp,*,*,*,*,99999,,,
GR1020,Par.sp.,graptolite,Paraglossograptus,sp,*,*,*,*,99999,,,
GR4968,Par.accf,graptolite,Parakidograptus,acuminatus_cf,*,*,(Apollonov_et_al)_,1980,99999,,,
GR4958,Par.sp.,graptolite,Paraorthograptus,sp,*,*,*,*,99999,,,
GR4572,Par.incf,graptolite,Paraplectograptus,intermedius_cf,*,*,*,*,99999,,,
GR4959,Par.sp.,graptolite,Paraplegmatograptus,sp,*,*,*,*,99999,,,
GR4960,Par.sp.,graptolite,Parareteograptus,sp,*,*,*,*,99999,,,
GR4873,PaT.sp.,graptolite,Paratemnograptus,sp,*,*,*,*,99999,,,
GR4244,Par.sucf,graptolite,Parisograptus,subtilis_cf,*,*,Williams_&_Stevens,*,99999,,,
GR5141,Pen.sp.,graptolite,Pendeograptus,sp.,*,*,*,*,99999,,,
GR4558,Pet.focf,graptolite,Petalograptus,fortuitus_cf,*,*,*,*,99999,,,
GR4721,Pet.kuaf,graptolite,Petalolithus,kurcki_aff,*,*,_Davies_et_al,1997,99999,,,
GR4718,Pet.teaf,graptolite,Petalolithus,tenuis_aff,*,*,_Davies_et_al,1997,99999,,,
GR1322,Pho.sp.,graptolite,Phormograptus,sp,*,*,*,*,99999,,,
GR4874,Phy.angus_cf,graptolite,Phyllograptus,angustifolius_aff,*,*,Paskevicius,1976,99999,,,
GR4878,Phy.elong_cf,graptolite,Phyllograptus,elongatus_cf,*,*,Paskevicius,1972,99999,,,
GR4879,Phy.sp.,graptolite,Phyllograptus,sp,*,*,*,*,99999,,,
GR4453,Phy.tycf,graptolite,Phyllograptus,typus_cf,*,*,*,*,99999,,,
GR4961,Ple.sp.,graptolite,Plegmatograptus,sp,*,*,*,*,99999,,,
GR4506,Pri.araf,graptolite,Pribylograptus,argutus_aff,*,*,(_Rickards),1970,99999,,,
GR4693,Pri.coaf,graptolite,Pristiograptus,concinnus_aff,*,*,_Davies_et_al,1979,99999,,,
GR4498,Pri.cocf,graptolite,Pristiograptus,concinnus_cf,*,*,*,*,99999,,,
GR4584,Pri.deaf,graptolite,Pristiograptus,deubeli_aff,*,*,_Lenz_&_Melchin,1990,99999,,,
GR4881,Pri.dub_cf,graptolite,Pristiograptus,dubius_cf,*,*,Nyers_&_Nilsson,1973,99999,,,
GR4713,Pri.jaaf,graptolite,Pristiograptus,jaculum_aff,*,*,_Davies_et_al,1997,99999,,,
GR4464,Pri.jaaf,graptolite,Pristiograptus,jaegeri_aff,*,*,_Bassett_et_al,1975,99999,,,
GR4994,Pri.jaeg,graptolite,Pristiograptus,jaegeri?,*,*,Lenz_&_Kozlowska,2002,99999,,,
GR4730,Pri.meaf,graptolite,Pristiograptus,meneghini,meneghini_aff,*,_Davies_et_al,1997,99999,,,
GR4695,Pri.vaaf,graptolite,Pristiograptus,variabilis_aff,*,*,_Davies_et_al,1997,99999,,,
GR4625,Pro.pacf,graptolite,Proclimacograptus,paradoxus_cf,*,*,(Boucek),*,99999,,,
GR4883,PsA.sp.,graptolite,Pseudazygograptus,sp,*,*,*,*,99999,,,
GR3221,Pse.ancf,graptolite,Pseudisograptus,angel_cf,*,*,_Maletz,1992,99999,,,
GR5146,Pse.manusl,graptolite,Pseudisograptus,manubriatus,s.l.,*,(T.S. Hall),1914,99999,,,
GR3343,Pse.masp,graptolite,Pseudisograptus,manubriatus,ssp,*,*,*,99999,,,
GR4884,PsI.sp.,graptolite,Pseudisograptus,sp,*,*,*,*,99999,,,
GR5147,Pse.taucf,graptolite,Pseudisograptus,tau_cf,*,*,(Harris),1933,99999,,,
GR4885,PsB.sp.,graptolite,Pseudobryograptus,sp,*,*,*,*,99999,,,
GR4991,Pse.cf.,graptolite,Pseudoclimacograptus,eurystoma _cf,*,*,Finney_et_al__1996,*,99999,,,
GR1019,Pse.schX,graptolite,Pseudoclimacograptus,exclscharenb,*,*,*,*,99999,,,
GR4887,PsC.sp.,graptolite,Pseudoclimacograptus,sp,*,*,*,*,99999,,,
GR3319,Pse.veaf,graptolite,Pseudoclimacograptus,vestrogothicus_aff,*,*,_Podhalanska,1980,99999,,,
GR4678,Pse.bacf,graptolite,Pseudoglyptograptus,barriei-cf,*,*,Zalasiewicz_&_Tunnicliffe,1994,99999,,,
GR4677,Pse.vaaf,graptolite,Pseudoglyptograptus,vas_aff,*,*,_Davies_et_al,1997,99999,,,
GR3400,Pse.elcf,graptolite,Pseudophyllograptus,angustifolius,elongatus_cf,*,(Bulman),1931,99999,,,
GR3455,Pse.decf,graptolite,Pseudophyllograptus,densus_cf,*,*,(T_rnquist)Cooper&Fortey,1879,99999,,,
GR1077,Pse.sp.,graptolite,Pseudophyllograptus,sp,*,*,*,*,99999,,,
GR3396,Pse.obaf,graptolite,Pseudorthograptus,obuti_aff,*,*,_Koren_&_Bjerreskov,1997,99999,,,
GR4594,Pse.uncf,graptolite,Pseudorthograptus,uniformis_cf,*,*,(Mu_&_Li),*,99999,,,
GR4360,Pse.loaf,graptolite,Pseudostreptograptus,loydelli_aff,*,*,_Storch_&_Kraft,2008,99999,,,
GR4888,PsT.sp.,graptolite,Pseudotrigonograptus,sp,*,*,*,*,99999,,,
GR1003,Psi.sp.,graptolite,Psigraptus,sp,*,*,*,*,99999,,,
GR4889,Pte.sp.,graptolite,Pterograptus,sp,*,*,*,*,99999,,,
GR4492,Ras.loaf,graptolite,Rastrites,longispinus_aff,*,*,_Rickards,1970,99999,,,
GR4688,Ras.peaf,graptolite,Rastrites,peregrinus_aff,*,*,_Davies_et_al,1979,99999,,,
GR3459,Rec.amgp,graptolite,Rectograptus,amplexicaulis,gp,*,*,*,99999,,,
GR4913,Rec.sp.,graptolite,Rectograptus,sp,*,*,*,*,99999,,,
GR5185,Rec.spA,graptolite,Rectograptus,sp.A,Mitchell_et_al.,*,Mitchell_et_al.,unpublished,99999,,,
GR4783,?Ret.sp.,graptolite,Reteograptus?,sp,*,*,*,*,99999,,,
GR3261,Rha.ssp.,graptolite,Rhabdinopora,flabelliformis,ssp,*,*,*,99999,,,
GR3362,Rha.maaf,graptolite,Rhaphidograptus,maslovi_aff,*,*,_Paskevicius,1976,99999,,,
GR4890,Sig.sp.,graptolite,Sigmagraptus,sp,*,*,*,*,99999,,,
GR1028,Sin.sp.,graptolite,Sinograptus,sp,*,*,*,*,99999,,,
GR4891,Ski.gnom_cf,graptolite,Skiagraptus,gnomonicus_cf,*,*,Nilsson,1983,99999,,,
GR1017,Ski.sp.,graptolite,Skiagraptus,sp,*,*,*,*,99999,,,
GR3827,Sok.pacf,graptolite,Sokolovograptus,parens_cf,*,*,Kozlowska-Dawidziuk,*,99999,,,
GR4989,Spi.cf.,graptolite,Spinograptus',karlsteinensis_cf,*,*,Lenz_&_Kozlowska,2002,99999,,,
GR4500,Spi.gucf,graptolite,Spirograptus,guerichi_cf,*,*,Loydell_et_al,1993,99999,,,
GR1000,Sta.sp.,graptolite,Staurograptus,sp,*,*,*,*,99999,,,
GR4735,Sti.seaf,graptolite,Stimulograptus,sedgwickii_aff,*,*,_Cingolani_et_al,2011,99999,,,
GR4716,Str.fiaf,graptolite,Streptograptus,filiformis_aff,*,*,_Davies_et_al,1997,99999,,,
GR4729,Str.loaf,graptolite,Streptograptus,loydelli_aff,*,*,_Davies_et_al,1997,99999,,,
GR3699,Str.loaf,graptolite,Streptograptus,loydelli_aff,*,*,_Zalasiewicz,*,99999,,,
GR4914,Sty.sp.,graptolite,Styracograptus,sp,*,*,*,*,99999,,,
GR3433,Tet.amcf,graptolite,Tetragraptus,amii_cf,*,*,Elles_&_Wood,1902,99999,,,
GR4893,Tet.amii_cf,graptolite,Tetragraptus,amii_cf,*,*,Lindholm,1981,99999,,,
GR4894,Tet.amii_cf,graptolite,Tetragraptus,amii_cf,*,*,Nilsson,1983,99999,,,
GR4892,Tet.amii_cf,graptolite,Tetragraptus,amii_cf,*,*,Paskevicius,1976,99999,,,
GR4896,Tet.app_cf,graptolite,Tetragraptus,approximatus_cf,*,*,Lindholm,1981,99999,,,
GR4623,Tet.arcf,graptolite,Tetragraptus,arcuatus_cf,*,*,*,*,99999,,,
GR3432,Tet.bicf,graptolite,Tetragraptus,bigsbyi_cf,*,*,(Hall),1865,99999,,,
GR4897,Tet.big_cf,graptolite,Tetragraptus,bigsbyi_cf,*,*,Lindholm,1981,99999,,,
GR3449,Tet.bucf,graptolite,Tetragraptus,bulmani_cf,*,*,Thomas,1973,99999,,,
GR3410,Tet.cocf,graptolite,Tetragraptus,contrarius_aff,*,*,_Norford,2002,99999,,,
GR4342,Tet.ercf,graptolite,Tetragraptus,erectus_cf,*,*,*,*,99999,,,
GR4372,Tet.conf,graptolite,Tetragraptus,fruticosus,conferticosus,*,Benson_&_Keble,1936,99999,"nomen dubium according to vandenBerg & Cooper, 1992",,
GR4899,Tet.headi_cf,graptolite,Tetragraptus,headi_cf,*,*,Paskevicius,1976,99999,,,
GR4779,Tet.phy_cf,graptolite,Tetragraptus,phyllograptoides_cf,*,*,Maletz,2011,99999,,,
GR4900,Tet.psbig_cf,graptolite,Tetragraptus,pseudobigsbyi_cf,*,*,Jaanusson_&_Mutvei,1982,99999,,,
GR3620,Tet.quaf,graptolite,Tetragraptus,quadribrachiatus_aff,*,*,_Goldman,2006,99999,,,
GR3408,Tet.qucf,graptolite,Tetragraptus,quadribrachiatus_cf,*,*,(Hall),1858,99999,,,
GR4898,Tet.quad_cf,graptolite,Tetragraptus,quadribrachiatus_cf,*,*,Lindholm,1981,99999,,,
GR4901,Tet.recl_cf.,graptolite,Tetragraptus,reclinatus_cf,*,*,Jaanusson_&_Mutvei,1982,99999,,,
GR3420,Tet.secf,graptolite,Tetragraptus,serra_cf,*,*,(Brongniart),1828,99999,,,
GR4902,Tet.ser_cf,graptolite,Tetragraptus,serra_cf,*,*,Jaanusson_&_Mutvei,1982,99999,,,
GR4903,Tet.sp.,graptolite,Tetragraptus,sp,*,*,*,*,99999,,,
GR4906,Tha.sp,graptolite,Thamnograptus,sp,*,*,*,*,99999,,,
GR4361,Tor.praf,graptolite,Torquigraptus,proteus_aff,*,*,_Storch_&_Kraft,2008,99999,,,
GR3655,Tor.spcf,graptolite,Torquigraptus,spiraloides_cf,*,*,(Pribyl),1944,99999,,,
GR1073,Tri.sp.,graptolite,Trichograptus,sp,*,*,*,*,99999,,,
GR1044,Tri.sp.,graptolite,Triograptus,sp,*,*,*,*,99999,,,
GR1027,Tyl.sp.,graptolite,Tylograptus,sp,*,*,*,*,99999,,,
GR4343,Und.cucf,graptolite,Undulograptus,cumbrensis_cf,*,*,*,*,99999,,,
GR4242,Und.foaf,graptolite,Undulograptus,formosus_aff,*,*,_Caballe_et_al,2005,99999,,,
GR3223,Wun.sp.,graptolite,Wuninograptus,sp,*,*,*,*,99999,,,
GR3414,Xip.decf,graptolite,Xiphograptus,declinatus_cf,*,*,(Hall),1858,99999,,,
GR4245,Xip.loaf,graptolite,Xiphograptus,lofuensis_aff,*,*,_Caballe_et_al,2005,99999,,,
GR1095,Xip.sp.,graptolite,Xiphograptus,sp,*,*,*,*,99999,,,
GR3415,Xip.svcf,graptolite,Xiphograptus,svalbardensis_cf,*,*,(Archer_&_Fortey),1974,99999,,,
GR5139,Zyg.abnocf,graptolite,Zygograptus,abnormis_cf,*,*,(J. Hall),1859,99999,,,
GR5140,Zyg.irrecf,graptolite,Zygograptus,irregularis_cf,*,*,(Harris&Thomas),1941,99999,,,
GR2083,Abi.long,graptolite,Abiesograptus,longiramus,*,*,Jaeger,1959,*,,,
GR2084,Abi.mult,graptolite,Abiesograptus,multiramus,*,*,Hundt,1935,*,,,
GR2082,Abi.tenu,graptolite,Abiesograptus,tenuiramus,*,*,Hundt,1935,*,,,
GR3973,Abr.form,graptolite,Abrograptus,formosus,*,*,Mu,1957,*,,,
GR1726,Aca.acul,graptolite,Acanthograptus,aculeatus,aculeatus,*,Po_ta,1894,*,,,
GR3831,Aca.havl,graptolite,Acanthograptus,havliceki,*,*,Kraft,1977,*,,,
GR3832,Aca.prae,graptolite,Acanthograptus,praedeckeri,*,*,Rickards_et_al,2003,*,,,
GR2108,Acr.acut,graptolite,Acrograptus,acutidens,*,*,(Lapworth_in_Elles_&_Wood),1901,*,,,
GR4018,Acr.adam,graptolite,Acrograptus,adamantinus,*,*,*,*,*,,,
GR4030,Acr.aequ,graptolite,Acrograptus,aequabilis,*,*,(Chen&Xia_in_Mu_et_al),1979,*,,,
GR2445,Acr.affi,graptolite,Acrograptus,affinis,*,*,(Nicholson),1869,*,,,
GR4766,Acr.artu,graptolite,Acrograptus,artus,*,*,*,*,*,,,
GR2563,Acr.cogn,graptolite,Acrograptus,cognatus,*,*,(Harris_&_Thomas),1935,*,,,
GR2564,Acr.comp,graptolite,Acrograptus,compressus,*,*,(Harris_&_Thomas),1935,*,,,
GR4165,Acr.cras,graptolite,Acrograptus,crassus,*,*,(Monsen),*,*,,,
GR3995,Acr.elle,graptolite,Acrograptus,ellesae,*,*,(Ruedemann)_sensu_Mu,1959,*,,,
GR5222,Acr.eudi,graptolite,Acrograptus,eudiodus,*,*,Ni,1991,*,,,
GR1128,Acr.euod,graptolite,Acrograptus,euodus,*,*,(Lapworth),1875,*,,,
GR1058,Acr.fili,graptolite,Acrograptus,filiformis,*,*,(Tullberg),1880,*,,,
GR3961,Acr.zhit,graptolite,Acrograptus,formusus,zhitangensis,*,*,*,*,no occurrences in dataset,,
GR1071,Acr.grac,graptolite,Acrograptus,gracilis,*,*,(T_rnquist),1890,*,,,
GR4761,Acr.gran,graptolite,Acrograptus,grandis,*,*,*,*,*,,,
GR3103,Acr.infr,graptolite,Acrograptus,infrequens,*,*,JKraft,1973,*,,,
GR3502,Acr.lipo,graptolite,Acrograptus,lipoldi,*,*,Boucek,1933,*,,,
GR1057,Acr.nich,graptolite,Acrograptus,nicholsoni,nicholsoni,*,(Lapworth),1875,*,,,
GR4016,Acr.pusi,graptolite,Acrograptus,pusillus,*,*,(Tullberg),1880,*,,,
GR5223,Acr.saer,graptolite,Acrograptus,saerganensis,*,*,(Qiao),1981,*,,,
GR3800,Acr.sauk,graptolite,Acrograptus,saukros,*,*,(Ni),*,*,,,
GR2452,Acr.serr,graptolite,Acrograptus,serratulus,*,*,(Hall),1847,*,,,
GR4017,Acr.sine,graptolite,Acrograptus,sinensis,*,*,*,*,*,,,
GR4091,Acr.slem,graptolite,Acrograptus,slemmestadi,*,*,(Monsen),*,*,,,
GR3803,Acr.stam,graptolite,Acrograptus,stamineus,*,*,*,*,*,,,
GR3962,Acr.tenu,graptolite,Acrograptus,tenuis,*,*,*,*,*,,,
GR3520,Acr?line,graptolite,Acrograptus?,linealis,*,*,(Mu_Ge_&_Lin),1962,*,,,
GR3292,Ade.altu,graptolite,Adelograptus,altus,*,*,Williams_&_Stevens,1991,*,,,
GR2383,Ade.dive,graptolite,Adelograptus,divergens,*,*,(Elles_&_Wood),1902,*,,,
GR2385,Ade.hunn,graptolite,Adelograptus,hunnebergensis,*,*,(Moberg),1892,*,,,
GR4008,Ade.jian,graptolite,Adelograptus,jiangxiensis,*,*,Jiao,1983,*,,,
GR3923,Ade.lapw,graptolite,Adelograptus,lapworthi,*,*,(Ruedemann),*,*,,,
GR3578,Ade.nsp1,graptolite,Adelograptus,nsp1,*,*,(Cooper_&_Stewart),1979,*,,,
GR4100,Ade.psig,graptolite,Adelograptus,psigraptoides,*,*,*,*,*,,,
GR4009,Ade.robu,graptolite,Adelograptus,robustus,*,*,Chen,1983,*,,,
GR3990,Ade.sich,graptolite,Adelograptus,sichuanensis,*,*,Wang,*,*,,,
GR4006,Ade.simp,graptolite,Adelograptus,simplex,*,*,T_rnquist,1901,*,,,
GR4007,Ade.sini,graptolite,Adelograptus,sinicus,*,*,*,*,*,,,
GR1326,Ade.tenG,graptolite,Adelograptus,tenellus,gp,*,(Linnarsson),1871,*,,,
GR3118,Age.hube,graptolite,Agetograptus,hubeiensis,*,*,Ni,*,*,,,
GR3124,Age.prim,graptolite,Agetograptus,primus,*,*,Obut_&_Sobolevskaya,1968,*,,,
GR3125,Age.secu,graptolite,Agetograptus,secundus,*,*,Obut_&_Sobolevskaya,1968,*,,,
GR4543,Age.sich,graptolite,Agetograptus,sichuanensis,*,*,*,*,*,,,
GR3126,Age.spin,graptolite,Agetograptus,spiniferus,*,*,Obut_&_Sobolevskaya,*,*,,,
GR3527,Age.zint,graptolite,Agetograptus,zintchenkoae,*,*,Obut_&_Sobolevskaya,1968,*,,,
GR3576,Air.furc,graptolite,Airograptus,furciferus,*,*,(Ruedemann),1904,*,,,
GR1857,Aki.prae,graptolite,Akidograptus,acuminatus,praecedens,*,*,*,*,,,
GR1279,Aki.asce,graptolite,Akidograptus,ascensus,*,*,Davies,1929,*,,,
GR3170,Aki.cune,graptolite,Akidograptus,cuneatus,*,*,Chaletskaya,1960,*,,,
GR5072,Aki.gig,graptolite,Akidograptus,giganteus,*,*,Yang,1964,*,,,
GR4268,Aki.maci,graptolite,Akidograptus,macilentus,*,*,Chen_&_Lin,1978,*,,,
GR3590,Ale.ince,graptolite,Aletograptus,incertus,*,*,Yu,1984,*,,,
GR3588,Ale.orie,graptolite,Aletograptus,orientalis,*,*,Mu,1984,*,,,
GR3977,All.magn,graptolite,Allograptus,magnus,*,*,Mu,1957,*,,,
GR5517,All min,graptolite,Allograptus,minimus,*,*,Blake,1962,*,,,
GR4034,All.miru,graptolite,Allograptus,mirus,*,*,Mu,*,*,,,
GR3999,All.venu,graptolite,Allograptus,venustus,*,*,Chu,*,*,,,
GR2486,Amp.dist,graptolite,Amphigraptus,distans,*,*,Elles_&_Wood,1903,*,,,
GR1242,Amp.dive,graptolite,Amphigraptus,divergens,divergens,*,(Hall),1859,*,,,
GR5505,Amp.nspB,graptolite,Amphigraptus,n.sp.B,Finney_1977,*,Finney,1977,*,,,
GR1256,Amp.radi,graptolite,Amphigraptus,radiatus,*,*,Lapworth,1876,*,,,
GR4473,Amp.arc!,graptolite,Amplexograptus,arctus!,sensu_Cuerda,*,*,*,*,,,
GR5554,Amp.balt,graptolite,Amplexograptus,baltoscandicus,*,*,*,*,*,,,
GR5553,Amp.bek,graptolite,Amplexograptus,bekkeri,*,*,Suyarkova&Koren,2009,*,,,
GR3834,Amp.bohe,graptolite,Amplexograptus,bohemicu,*,*,(Marek),*,*,,,
GR5452,Amp.fusi,graptolite,Amplexograptus,fusiformis,*,*,Ni,1991,*,,,
GR3725,Amp.yang,graptolite,Amplexograptus,gansuensis,yangtzensis,*,Mu_&_Lin,1993,*,,,
GR4611,Amp.yich,graptolite,Amplexograptus,gansuensis,yichangensis,*,Mu_&_Lin,*,*,,,
GR1908,Amp.ingG,graptolite,Amplexograptus,ingens,*,*,TS Hall,1906,*,,,
GR2598,Amp.well,graptolite,Amplexograptus,ingens,wellingtonensis,*,Harris_&_Thomas,1955,*,,,
GR3835,Amp.isid,graptolite,Amplexograptus,isidrensis,*,*,Rusconi,1949,*,,,
GR1237,Amp.lept,graptolite,Amplexograptus,leptotheca,*,*,(Bulman),1946,*,,,
GR2355,Amp.mace,graptolite,Amplexograptus,macer,*,*,*,*,*,,,
GR3172,Amp.maxw,graptolite,Amplexograptus,maxwelli,maxwelli,*,Decker,1935,*,,,
GR3183,Amp.mxpr,graptolite,Amplexograptus,maxwelli,praetypicalis,*,Chen_et_al,2000,*,,,
GR3180,Amp.spin,graptolite,Amplexograptus,maxwelli,spinosus,*,Chen_et_al,2000,*,,,
GR3836,Amp.minu,graptolite,Amplexograptus,minutus,*,*,Cuerda_et_al,1986,*,,,
GR1133,Amp.nsp1,graptolite,Amplexograptus,nsp1,*,*,Mitchell_MS_(basal_Flat_Creek_form),~1999,*,,,
GR1381,Amp.pere,graptolite,Amplexograptus,perexcavatus,*,*,(Lapworth),1876,*,,,
GR1143,Amp.prae,graptolite,Amplexograptus,praetypicalis,*,*,Riva,1987,*,,,
GR3838,Amp.recu,graptolite,Amplexograptus,recurrens,recurrens,*,*,*,*,,,
GR2599,Amp.tard,graptolite,Amplexograptus,tardus,*,*,(Hall),1907,*,,,
GR2233,Amp.typi,graptolite,Amplexograptus,typicalis,*,*,(Hall),1865,*,,,
GR4792,Amp.vas,graptolite,Amplexograptus,vasae,*,*,Wern_et_al_,1948,*,,,
GR1141,Amp.nsp2,graptolite,Amplexograpus,sp2,*,*,Mitchell_MS,~1999,*,Valid?,,
GR3240,Anc.bulm,graptolite,Ancoragraptus,bulmani,*,*,(Spjeldnaes),1963,*,,,
GR2502,Ani.comp,graptolite,Anisograptus,compactus,*,*,Cooper_&_Stewart,1979,*,,,
GR2503,Ani.deli,graptolite,Anisograptus,delicatulus,*,*,Cooper_&_Stewart,1979,*,,,
GR4298,Ani.isol,graptolite,Anisograptus,isolatus,*,*,Bulman,1954,*,,,
GR1210,Ani.mata,graptolite,Anisograptus,matanensis,*,*,Ruedemann,1937,*,,,
GR3799,Ani.tetr,graptolite,Anisograptus,matanensis,tetragraptoides,*,*,*,*,,,
GR2133,Ani.rued,graptolite,Anisograptus,ruedemanni,*,*,Bulman,*,*,,,
GR3218,Ano.reli,graptolite,Anomalograptus,reliquus,*,*,*,*,*,,,
GR5130,Ant.dec,graptolite,Anticostia,decipiens,*,*,(Riva),1988,*,,,
GR5128,ant.elo,graptolite,Anticostia,elongatus,*,*,(Barrass),1954,*,,,
GR2041,Ant.fast,graptolite,Anticostia,fastigata,*,*,(Davies),1929,*,,,
GR2043,Ant.huds,graptolite,Anticostia,hudsoni,*,*,(Jackson),*,*,,,
GR4627,Ant.lata,graptolite,Anticostia,lata,*,*,(Elles_&_Wood),1906,*,,,
GR2040,Ant.lorr,graptolite,Anticostia,lorrainensis,*,*,(Ruedemann),1925,*,,,
GR3254,Ant.macg,graptolite,Anticostia,macgregorae,*,*,Stewart_&_Mitchell,1997,*,,,
GR5127,Ant.pro,graptolite,Anticostia,prominens,*,*,(Barrass),1954,*,,,
GR2039,Ant.tenu,graptolite,Anticostia,tenuissima,*,*,(Ross_&_Berry),1963,*,,,
GR5559,Ant.ter,graptolite,Anticostia,teres,*,*,(Perner),1895,*,,,
GR4628,Ant.thor,graptolite,Anticostia,thorsteinssoni,*,*,(Melchin),1987,*,,,
GR2197,Ant.unif,graptolite,Anticostia,uniformis,*,*,(Mu_&_Lin),1993,*,,,
GR2138,Aor.asia,graptolite,Aorograptus,asiaticus,*,*,(Mu),*,*,,,
GR3467,Aor.nspA,graptolite,Aorograptus,nspA,*,*,Williams_et_al,1999,*,,,
