GRCode,short name,clade,genus,trivial,subnames,subnames,taxon_author,date,senior synonym,,,
GR4601,Sok.diff,graptolite,Sokolovograptus,diffusus,*,*,Koslowska-Dawidziuk,*,*,,,
GR4604,Sok.hiul,graptolite,Sokolovograptus,hiulcus,*,*,Kozlowska-Dawidzikuk,1995,*,,,
GR4408,Sok.nsp.,graptolite,Sokolovograptus,nsp,*,*,Maletz,1998,*,,,
GR4447,Sok.pare,graptolite,Sokolovograptus,parens,*,*,Kozlowska-Dawidziuk,*,*,,,
GR4603,Sok.polo,graptolite,Sokolovograptus,polonicus,*,*,Kozlowska-Dawidziuk,1995,*,,,
GR4599,Sok.tell,graptolite,Sokolovograptus,telleri,*,*,Kozlowska-Dawidziuk,*,*,,,
GR4600,Sok.zawa,graptolite,Sokolovograptus,zawadensis,*,*,Koslowska-Dawidziuk,*,*,,,
GR1514,Spi.clat,graptolite,Spinograptus,clathrospinosus,*,*,(Eisenack),1951,*,,,
GR3082,Spi.late,graptolite,Spinograptus,latespinosus,*,*,Kozlowska-Dawidziuk,1997,*,,,
GR5005,Spi.mun,graptolite,Spinograptus,muenchi,*,*,Kozlowska-Dawidziuk,1995,*,,,
GR3083,Spi.prae,graptolite,Spinograptus,praerobustus,*,*,Lenz_&_Kozlowska-Dawidz,2002,*,,,
GR4173,Spi.quad,graptolite,Spinograptus,quadratus,*,*,(Lenz),1993,*,,,
GR2305,Spi.reti,graptolite,Spinograptus,reticulolawsoni,*,*,Kozlowska-Dawidziuk,1997,*,,,
GR4366,Spi.robu,graptolite,Spinograptus,robustus,*,*,*,*,*,,,
GR1597,Spi.spin,graptolite,Spinograptus,spinosus,*,*,(Wood),1900,*,,,
GR4990,Spi.kar,graptolite,Spinograptus',karlsteinensis,*,*,(Kozlowska_et_al),2001,*,,,
GR3045,Spi.andr,graptolite,Spirograptus,andrewsi,*,*,(Sherwin),*,*,,,
GR1614,Spi.guer,graptolite,Spirograptus,guerichi,*,*,Loydell__Storch__&_Melchin,1993,*,,,
GR3372,Spi.mino,graptolite,Spirograptus,minor,*,*,*,*,*,,,
GR3584,Sta.aper,graptolite,Staurograptus,apertus,*,*,Ruedemann,1904,*,,,
GR3616,Sta.bore,graptolite,Staurograptus,borealis,*,*,Zhao,1983,*,,,
GR3617,Sta.dasy,graptolite,Staurograptus,dasycladus,*,*,Zhao,1983,*,,,
GR1209,Sta.dich,graptolite,Staurograptus,dichotomus,*,*,Emmons,1855,*,,,
GR3795,Sta.imma,graptolite,Staurograptus,dichotomus,immaturus,*,Chen,1985,*,,,
GR3791,Sta.sini,graptolite,Staurograptus,dichotomus,sinicus,*,Mu,1983,*,,,
GR3796,Sta.tais,graptolite,Staurograptus,dichotomus,taishanensis,*,Chen,1985,*,,,
GR2974,Sta.flex,graptolite,Staurograptus,flexibilis,*,*,(Fortey),*,*,,,
GR1208,Sta.hype,graptolite,Staurograptus,hyperboreus,*,*,(Obut_&_Sobolenskaya),1962,*,,,
GR3614,Sta.imma,graptolite,Staurograptus,immaturus,*,*,Wang__Liu__&_Zhou,1979,*,,,
GR3618,Sta.magn,graptolite,Staurograptus,magnus,*,*,Yu__Liu__&_Fang,1984,*,,,
GR3792,Sta.mini,graptolite,Staurograptus,minimus,*,*,Mu,1983,*,,,
GR3793,Sta.orie,graptolite,Staurograptus,orientalis,*,*,Mu,1983,*,,,
GR3615,Sta.tais,graptolite,Staurograptus,taishanensis,*,*,Wang__Liu__&_Zhou,1979,*,,,
GR3613,Sta.tenu,graptolite,Staurograptus,tenuis,*,*,Jackson,1974,*,,,
GR3794,Sta.tang,graptolite,Staurograptus,tenuis,tangpanensis,*,Yu__Liu__&_Fang,1984,*,,,
GR3537,Sta.ross,graptolite,Stavrites,rossicus,*,*,Obut_&_Sobolevskaya,1968,*,,,
GR2936,Sti.beck,graptolite,Stimulograptus,becki,*,*,(Barrande),1893,*,,,
GR1609,Sti.glan,graptolite,Stimulograptus,glanfredensis,*,*,Loydell,1993,*,,,
GR1623,Sti.hall,graptolite,Stimulograptus,halli,*,*,(Barrande),1850,*,,,
GR4383,Sti.nova,graptolite,Stimulograptus,novaki,*,*,(Boucek),*,*,,,
GR1613,Sti.sedg,graptolite,Stimulograptus,sedgwickii,*,*,(Portlock),1843,*,,,
GR3091,Sti.loyd,graptolite,Stimulograptus,sedgwickii,loydelli,*,Rickards_&_Jell,2002,*,,,
GR4382,Sti.sple,graptolite,Stimulograptus,splendens,*,*,Storch,1998,*,,,
GR2946,Sti.util,graptolite,Stimulograptus,utilis,*,*,Loydell,1991,*,,,
GR3849,Sti.vesi,graptolite,Stimulograptus,vesiculosus,*,*,(Perner),*,*,,,
GR5016,Sto.can,graptolite,Stomatograptus,canadensis,*,*,Lenz,1988,*,,,
GR3146,Sto.asia,graptolite,Stomatograptus,grandis,asiaticus,*,Golikov,*,*,,,
GR1802,Str.girv,graptolite,Stomatograptus,grandis,girvanensis,*,Cocks_&_Toghill,1973,*,,,
GR1801,Str.gran,graptolite,Stomatograptus,grandis,grandis,*,(Suess),1855,*,,,
GR3057,Sto.impe,graptolite,Stomatograptus,grandis,impefectus,*,Boucek_&_Munch,*,*,,,
GR3857,Sto.maio,graptolite,Stomatograptus,grandis,maior,*,Boucek,*,*,,,
GR4362,Sto.impe,graptolite,Stomatograptus,imperfectus,*,*,(Boucek_&_Munch),1944,*,,,
GR4384,Str.angi,graptolite,Streptograptus,anginus,*,*,*,*,*,,,
GR4146,Str.line,graptolite,Streptograptus,anguinus,linearis,*,Chen,*,*,,,
GR2937,Str.ansu,graptolite,Streptograptus,ansulosus,*,*,(T_rnquist),1892,*,,,
GR2939,Str.barr,graptolite,Streptograptus,barrandei,*,*,(Suess),1851,*,,,
GR5053,Str.cir,graptolite,Streptograptus,circinatus,*,*,Sobolevskaya,2011,*,,,
GR1944,Str.cris,graptolite,Streptograptus,crispus,*,*,(Lapworth),*,*,,,
GR3506,Str.dale,graptolite,Streptograptus,dalecarlicus,*,*,Loydell_&_Maletz,2004,*,,,
GR2314,Str.fili,graptolite,Streptograptus,filiformis,*,*,Chen,1984,*,,,
GR3809,Str.gale,graptolite,Streptograptus,galeus,*,*,Lenz_&_Kozlowska,2006,*,,,
GR1948,Str.john,graptolite,Streptograptus,johnsonae,*,*,Loydell,1991,*,,,
GR3842,Str.kalj,graptolite,Streptograptus,kaljoi,*,*,Loydell_Mannick_&_Nestor,2003,*,,,
GR2315,Str.loyd,graptolite,Streptograptus,loydelli,*,*,Storch_&_Serpagli,*,*,,,
GR3161,Str.must,graptolite,Streptograptus,mustadi,*,*,Howe,1982,*,,,
GR2947,Str.minu,graptolite,Streptograptus,nanshanensis,minutus,*,Chen,1984,*,,,
GR3376,Str.nodi,graptolite,Streptograptus,nodifer,*,*,(T_rnquist),1885,*,,,
GR3503,Str.nsp1,graptolite,Streptograptus,nsp1,*,*,Loydell_&_Maletz,2004,*,,,
GR3843,Str.nsp1,graptolite,Streptograptus,nsp1,*,*,Loydell_&_Nestor,2006,*,,,
GR3504,Str.nsp2,graptolite,Streptograptus,nsp2,*,*,Loydell_&_Maletz,2004,*,,,
GR3844,Str.nsp2,graptolite,Streptograptus,nsp2,*,*,Loydell_&_Nestor,2006,*,,,
GR3706,Str.nsp2,graptolite,Streptograptus,nsp2,*,*,Loydell_et_al,2003,*,,,
GR3845,Str.nsp3,graptolite,Streptograptus,nsp3,*,*,Loydell_&_Nestor,2006,*,,,
GR2940,Str.peti,graptolite,Streptograptus,petilus,*,*,(Hutt),1975,*,,,
GR2337,Str.plum,graptolite,Streptograptus,plumosus,*,*,(Baily),1871,*,,,
GR1612,Str.pseu,graptolite,Streptograptus,pseudoruncinatus,*,*,(Bjerreskov),1975,*,,,
GR2086,Str.sart,graptolite,Streptograptus,sartorius,*,*,(T_rnquist),1881,*,,,
GR1899,Str.stor,graptolite,Streptograptus,Storchi,*,*,Loydell,1991,*,,,
GR1615,Str.stra,graptolite,Streptograptus,strachani,*,*,Loydell,1992,*,,,
GR2948,Str.tenu,graptolite,Streptograptus,tenuis,*,*,Loydell,1993,*,,,
GR2949,Str.whit,graptolite,Streptograptus,whitei,*,*,Zalasiewicz,1994,*,,,
GR1923,Str.wima,graptolite,Streptograptus,wimani,*,*,(Boucek)Loydell,1932,*,,,
GR4144,Str?exte,graptolite,Streptograptus?,extenuatus,*,*,Boucek_&_Pribyl,*,*,,,
GR5476,Str tri,graptolite,Strophograptus,trichomanes,*,*,Hall ,*,*,,,
GR4944,Sty.mise,graptolite,Styracograptus,miserabilis,*,*,(E&W),1906,*,,,
GR4629,Sty.miss,graptolite,Styracograptus,mississippiensis,*,*,(Ruedemann),1908,*,,,
GR5529,Sty.nspMit,graptolite,Styracograptus,n.sp.,Mitchell_et_al_Unpublished,*,Mitchell_et_al.,unpublished,*,,,
GR4974,Sty.nev,graptolite,Styracograptus,nevadensis,*,*,(Carter),1982,*,,,
GR5493,sty.pil,graptolite,Styracograptus,pilatus,*,*,(SH Williams),1982,*,,,
GR5084,Sty.put,graptolite,Styracograptus,putillus,*,*,(Hall),1865,*,,,
GR4915,Sty.sty,graptolite,Styracograptus,styloideus,*,*,(E&W),1906,*,,,
GR4630,Sty.tati,graptolite,Styracograptus,tatianae,*,*,(Keller),1956,*,,,
GR4997,Sty.tub,graptolite,Styracograptus,tubuliferus,*,*,(Lapworth),1876,*,,,
GR5494,Sty.unc,graptolite,Styracograptus,unicinatus,*,*,(Harris_&_Kebble),1934,*,,,
GR4283,Sud.caba,graptolite,Sudburigraptus,cabanensis,*,*,(Zalasiewicz_&_Tunnicliff,1994,*,,,
GR3783,Sud.eber,graptolite,Sudburigraptus,eberleini,*,*,(Churkin_&_Carter),1970,*,,,
GR3268,Sud.nsp1,graptolite,Sudburigraptus,nsp1,*,*,Masiak_et_al,2003,*,,,
GR3488,Sud.nspI,graptolite,Sudburigraptus,nspI,*,*,Underwood_et_al,1998,*,,,
GR3489,Sud.spII,graptolite,Sudburigraptus,nspII,*,*,Underwood_et_al,1998,*,,,
GR4281,Sud?cort,graptolite,Sudburigraptus?,cortoghianensis,*,*,(Storch_&_Serpagli),1993,*,,,
GR2266,Sun.regu,graptolite,Sunigraptus,regularis,*,*,Mu,*,*,,,
GR1966,Tal.lean,graptolite,Talacastograptus,leanzi,*,*,Cuerda__Rickards_et_al,1988,*,,,
GR4236,Tam.conv,graptolite,Tamplograptus,convexus,*,*,(Pribyl),*,*,,,
GR2192,Tan.flex,graptolite,Tangyagraptus,flexilis,*,*,Mu_&_Chen,*,*,,,
GR2198,Tan.remo,graptolite,Tangyagraptus,remotus,*,*,Mu_&_Chen,*,*,,,
GR2194,Tan.typi,graptolite,Tangyagraptus,typicus,*,*,Mu,*,*,,,
GR2253,Tan?gran,graptolite,Tangyagraptus?,grandis,*,*,Mu_&_Chen,*,*,,,
GR2547,Tem.regu,graptolite,Temnograptus,regularis,*,*,(T_rnquist),*,*,,,
GR4019,Tem.yush,graptolite,Temnograptus,yushanensis,*,*,Chen,1983,*,,,
GR3816,Tes.cubi,graptolite,Testograptus,cubitus,*,*,Lenz_&_Kozlowska,2006,*,,,
GR1092,Tet.accl,graptolite,Tetragraptus,acclinans,*,*,Keble,1920,*,,,
GR1041,Tet.affi,graptolite,Tetragraptus,affinis,*,*,Xiao_&_Chen,1990,*,,,
GR3941,Tet.agil,graptolite,Tetragraptus,agilis,*,*,Braithwaite,1976,*,,,
GR3919,Tet.akzh,graptolite,Tetragraptus,akzharensis,*,*,Tsaj,1968,*,,,
GR3445,Tet.ami3,graptolite,Tetragraptus,amii,3_stipe,*,Maletz,2011,*,,,
GR5547,Tet.am4,graptolite,Tetragraptus,amii,4_stipe,*,Maletz_et_al.,1996,*,,,
GR1050,Tet.appG,graptolite,Tetragraptus,approximatus,gp,*,(Nicholson),*,*,,,
GR5484,Tet app,graptolite,Tetragraptus,approximatus,robustus,*,Williams&Stevens,1988,*,,,
GR5422,Tet.aqui,graptolite,Tetragraptus,aquilinus,*,*,Hsu_et_Zhao_in_Zhao,1978,*,,,
GR4622,Tet.arcu,graptolite,Tetragraptus,arcuatus,*,*,*,*,*,,,
GR3333,Tet.aske,graptolite,Tetragraptus,askerensis,*,*,Monsen,1937,*,,,
GR1216,Tet.bigs,graptolite,Tetragraptus,bigsbyi,*,*,(Hall),1865,*,,,
GR5551,Tet.big asc,graptolite,Tetragraptus,bigsbyi,ascendens,*,*,*,*,,,
GR4752,Tet.dive,graptolite,Tetragraptus,bigsbyi,divergens,*,*,*,*,,,
GR5423,Tet.lata,graptolite,Tetragraptus,bigsbyi,lata,*,Hsu,1934,*,,,
GR2554,Tet.bulm,graptolite,Tetragraptus,bulmani,*,*,Thomas,1973,*,,,
GR3932,Tet.clar,graptolite,Tetragraptus,clarkei,*,*,Ruedemann,*,*,,,
GR2295,Tet.cont,graptolite,Tetragraptus,contrarius,*,*,*,*,*,,,
GR4765,Tet.cor,graptolite,Tetragraptus,cor,*,*,Strandmark,1902,*,,,
GR4314,Tet.dive,graptolite,Tetragraptus,divergens,*,*,*,*,*,,,
GR3562,Tet.erec,graptolite,Tetragraptus,erectus,*,*,Mu_et_al,1962,*,,,
GR3290,Tet.exte,graptolite,Tetragraptus,extensus,*,*,*,*,*,,,
GR5028,Tet.fra,graptolite,Tetragraptus,fragilis,*,*,*,*,*,,,
GR4469,Tet.har!,graptolite,Tetragraptus,harti!,sensu_Mu,*,Mu_et_al,1962,*,,,
GR2426,Tet.head,graptolite,Tetragraptus,headi,*,*,(Hall),1858,*,,,
GR4023,Tet.hemi,graptolite,Tetragraptus,hemirotundus,*,*,Ge,1964,*,,,
GR2296,Tet.hsui,graptolite,Tetragraptus,hsui,*,*,*,*,*,,,
GR3942,Tet.ibex,graptolite,Tetragraptus,ibexensis,*,*,Braithwaite,1976,*,,,
GR2556,Tet.insu,graptolite,Tetragraptus,insuetus,*,*,Keble_&_Benson,1929,*,,,
GR4027,Tet.isog,graptolite,Tetragraptus,isograptoides,*,*,*,*,*,,,
GR2297,Tet.kind,graptolite,Tetragraptus,kindlei,*,*,Ruedemann,1947,*,,,
GR4011,Tet.lava,graptolite,Tetragraptus,lavalensis,*,*,Ruedemann,*,*,,,
GR3539,Tet.long,graptolite,Tetragraptus,longus,*,*,*,*,*,,,
GR5424,Tet.lui,graptolite,Tetragraptus,lui,*,*,Geh,1964,*,,,
GR4070,Tet.meij,graptolite,Tetragraptus,meijiangensis,*,*,Chen,1979,*,,,
GR4013,Tet.mino,graptolite,Tetragraptus,minor,*,*,Chen,1983,*,,,
GR2427,Tet.minu,graptolite,Tetragraptus,minutus,*,*,Geh,1964,*,,,
GR5425,Tet.mobe,graptolite,Tetragraptus,mobergi,*,*,Monsen,1937,*,,,
GR4904,Tet.nsp,graptolite,Tetragraptus,nsp,*,*,Paskevicius,1976,*,,,
GR5426,Tet.octo,graptolite,Tetragraptus,octobrachiatus,*,*,*,*,*,,,
GR2557,Tet.otag,graptolite,Tetragraptus,otagoensis,*,*,Benson_&_Keble,1929,*,,,
GR4468,Tet.pen!,graptolite,Tetragraptus,pendens!,sensu_Mu,*,Mu_et_al,1962,*,,,
GR1051,Tet.phyl,graptolite,Tetragraptus,phyllograptoides,phyllograptoides,*,Strandmark,1902,*,,,
GR2293,Tet.triu,graptolite,Tetragraptus,phyllograptoides,triumphans,*,Cooper_&_Fortey,1982,*,,,
GR3943,Tet.pogo,graptolite,Tetragraptus,pogonipensis,*,*,Braithwaite,1976,*,,,
GR4373,Tet.post,graptolite,Tetragraptus,postlethwaitei,*,*,Elles,1898,*,,,
GR1333,Tet.pseu,graptolite,Tetragraptus,pseudobigsbyi,*,*,Skevington,1965,*,,,
GR4015,Tet.queb,graptolite,Tetragraptus,quebecensis,*,*,*,*,*,,,
GR1104,Tet.abbr,graptolite,Tetragraptus,reclinatus,abbreviatus,*,Boucek,1956,*,,,
GR1101,Tet.recE,graptolite,Tetragraptus,reclinatus,reclinatus,early,Elles_&_Wood,1902,*,,,
GR2294,Tet.toer,graptolite,Tetragraptus,reclinatus,toernquisti,*,*,*,*,,,
GR3452,Tet.rigi,graptolite,Tetragraptus,rigidus,*,*,*,*,*,,,
GR1161,Tet.serr,graptolite,Tetragraptus,serra,*,*,(Brongniart),1828,*,,,
GR5528,Tet serssp.nov,graptolite,Tetragraptus,serra,ssp.nov.,Cooper&Fortey_1983,Cooper&Fortey,1982,*,,,
GR2558,Tet.tara,graptolite,Tetragraptus,taraxacum,*,*,Ruedemann,1904,*,,,
GR4905,Tet.toern,graptolite,Tetragraptus,toernquisti,*,Monsen,Nilsson,1983,*,,,
GR4313,Tet.vest,graptolite,Tetragraptus,vestrogothus,*,*,T_rnquist,1904,*,,,
GR1218,Tet.whit,graptolite,Tetragraptus,whitelawi,*,*,Hall,1914,*,,,
GR5428,Tet.wood,graptolite,Tetragraptus,woodae,*,*,Ruedemann,1904,*,,,
GR4374,Tet.wood,graptolite,Tetragraptus,woodi,*,*,Ruedemann,1904,*,,,
GR4786,Tet?3stH,graptolite,Tetragraptus?,3-stiped_horizontal,*,*,Lindholm,1981,*,,,
GR5101,Tet?nor,graptolite,Tetragraptus?,norvegicus,*,*,(Monsen),1937,*,,,
GR5416,Tet(T).oval,graptolite,Tetragraptus(Tetragraptus),ovalis,*,*,Ge,1964,*,,,
GR5417,Tet(T).ovat,graptolite,Tetragraptus(Tetragraptus),ovatus,*,*,Ge,1964,*,,,
GR2425,Tet.cruc,graptolite,Tetragtraptus,crucifer,*,*,(Hall),1858,*,,,
GR2989,Tha.deli,graptolite,Thallograptus,delicatulus,*,*,*,*,*,,,
GR2991,Tha.deha,graptolite,Thallograptus,delicatulus-hanusi,*,*,*,*,*,,,
GR2990,Tha.hanu,graptolite,Thallograptus,hanusi,*,*,*,*,*,,,
GR2988,Tha.null,graptolite,Thallograptus,nullus,*,*,(Pocta),*,*,,,
GR5472,Tha ann,graptolite,Thamnograptus,anna,*,*,Hall,*,*,,,
GR2680,Tha.capi,graptolite,Thamnograptus,capillaris,*,*,(Emmons),1855,*,,,
GR5429,Tha.poor,graptolite,Thamnograptus,poori,*,*,Ruedemann,1947,*,,,
GR3152,Tha.scot,graptolite,Thamnograptus,scoticus,*,*,Lapworth,1876,*,,,
GR3105,Tha?dove,graptolite,Thamnograptus?,doveri,*,*,Nicholson,1875,*,,,
GR3709,Tor.aust,graptolite,Torquigraptus,australis,*,*,Storch,1998,*,,,
GR2941,Tor.carn,graptolite,Torquigraptus,carnicus,*,*,(Gortani),1923,*,,,
GR2943,Tor.cave,graptolite,Torquigraptus,cavei,*,*,Loydell,1993,*,,,
GR3657,Tor.cons,graptolite,Torquigraptus,conspectus,*,*,(Pribyl),1944,*,,,
GR3658,Tor.curv,graptolite,Torquigraptus,curvus,*,*,(Manck),1923,*,,,
GR2950,Tor.dent,graptolite,Torquigraptus,denticulatus,*,*,(T_rnquist),1899,*,,,
GR2951,Tor.dext,graptolite,Torquigraptus,dextrorsus,*,*,(Linnarsson),1881,*,,,
GR2341,Tor.flag,graptolite,Torquigraptus,flagellaris,*,*,(T_rnquist),*,*,,,
GR2953,Tor.germ,graptolite,Torquigraptus,germanicus,*,*,(Pribyl_&_Storch),1985,*,,,
GR3656,Tor.grob,graptolite,Torquigraptus,grobsdorfiensis,*,*,(Hemmann),1931,*,,,
GR2955,Tor.invo,graptolite,Torquigraptus,involutus,*,*,(Lapworth),1876,*,,,
GR3654,Tor.lint,graptolite,Torquigraptus,linterni,*,*,Williams_et_al,2003,*,,,
GR3660,Tor.magn,graptolite,Torquigraptus,magnificus,*,*,(Pribyl_&_Munch),1942,*,,,
GR3652,Tor.minu,graptolite,Torquigraptus,minutus,*,*,(Chen),1984,*,,,
GR3698,Tor.nsp1,graptolite,Torquigraptus,nsp1,*,*,Loydell_et_al,2003,*,,,
GR3651,Tor.nsp1,graptolite,Torquigraptus,nsp1,*,*,Zalasiewicz,1996,*,,,
GR3702,Tor.nsp2,graptolite,Torquigraptus,nsp2,*,*,Loydell_et_al,2003,*,,,
GR1922,Tor.perg,graptolite,Torquigraptus,pergracilis,*,*,(Boucek),1931,*,,,
GR3653,Tor.perg,graptolite,Torquigraptus,pergracilis,sensu_Zalasiewicz,*,Zalasiewicz,1994,*,,,
GR4389,Tor.peri,graptolite,Torquigraptus,pericoi,*,*,Storch,1998,*,,,
GR2158,Tor.plan,graptolite,Torquigraptus,planus,*,*,(Barrande),1850,*,,,
GR2310,Tor.prag,graptolite,Torquigraptus,pragensis,pragensis,*,(Pribyl),1943,*,,,
GR2159,Tor.ruzi,graptolite,Torquigraptus,pragensis,ruzickai,*,(Pribyl),1943,*,,,
GR3703,Tor.praZ,graptolite,Torquigraptus,pragensis,sensu_Zalasiewicz,*,Zalasiewicz,*,*,,,
GR2161,Tor.prot,graptolite,Torquigraptus,proteus,*,*,(Barrande),1850,*,,,
GR2319,Tor.spir,graptolite,Torquigraptus,spiraloides,*,*,(Pribyl),1946,*,,,
GR2332,Tor.tull,graptolite,Torquigraptus,tullbergi,*,*,(Boucek),1931,*,,,
GR2958,Tor.urce,graptolite,Torquigraptus,urceolinus,*,*,(Stein),1965,*,,,
GR3659,Tor.vale,graptolite,Torquigraptus,valens,*,*,(Pribyl_&_Munch),1942,*,,,
GR2559,Tri.negl,graptolite,Triaenograptus,neglectus,*,*,Hall,1914,*,,,
GR4304,Tri.dila,graptolite,Trichograptus,dilaceratus,*,*,*,*,*,,,
GR2576,Tri.ferg,graptolite,Trichograptus,fergusoni,*,*,Hall,1912,*,,,
GR2447,Tri.frag,graptolite,Trichograptus,fragilis,*,*,(Nicholson),1869,*,,,
GR2577,Tri.immo,graptolite,Trichograptus,immotus,*,*,Harris_&_Thomas,1935,*,,,
GR3587,Tri.cana,graptolite,Triograptus,canadensis,*,*,Bulman,1962,*,,,
GR3591,Tri.rigi,graptolite,Triograptus,rigidus,*,*,Yu,1984,*,,,
GR1211,Tri.atav,graptolite,Triramograptus,atavus,*,*,Erdtmann,*,*,,,
GR2551,Tro.aust,graptolite,Trochograptus,australis,*,*,Harris_&_Thomas,1938,*,,,
GR2552,Tro.diff,graptolite,Trochograptus,diffusus,*,*,Holm,1881,*,,,
GR2553,Tro.indi,graptolite,Trochograptus,indignus,*,*,Harris_&_Thomas,1938,*,,,
GR5430,Tyl.abno,graptolite,Tylograptus,abnormis,*,*,(Mu_Geh_et_Yin),1962,*,,,
GR3920,Tyl.geni,graptolite,Tylograptus,geniculiformis,*,*,Mu,1957,*,,,
GR3998,Tyl.glob,graptolite,Tylograptus,globiformis,*,*,Mu,1957,*,,,
GR3996,Tyl.inte,graptolite,Tylograptus,intermedius,*,*,Mu,1957,*,,,
GR4450,Tyl.regu,graptolite,Tylograptus,regularis,*,*,*,*,*,,,
GR3997,Tyl.spin,graptolite,Tylograptus,spinatus,*,*,Mu,1957,*,,,
GR3981,Tyl.spin,graptolite,Tylograptus,spiniformis,*,*,Mu,*,*,,,
GR5432,Tyl.latu,graptolite,Tylograptus,spiniformis,latus,*,Li,2000,*,,,
GR1344,Und.camp,graptolite,Undulograptus,camptochilus,*,*,*,*,*,,,
GR1124,Und.cumb,graptolite,Undulograptus,cumbrensis,*,*,Bulman,1963,*,,,
GR1173,Und.form,graptolite,Undulograptus,formosus,*,*,(Mu_&_Lee)Boucek,1958,*,,,
GR3493,Und.nova,graptolite,Undulograptus,novaki,*,*,(Perner),1895,*,,,
GR3496,Und.nsp.,graptolite,Undulograptus,nsp,*,*,Kraft_&_Kraft,2003,*,,,
GR3993,Und.nsp1,graptolite,Undulograptus,nsp1,*,*,Zhang_et_al,2007,*,,,
GR4044,Und.nsp2,graptolite,Undulograptus,nsp2,*,*,Zhang_et_al,2007,*,,,
GR4772,Und.nspM,graptolite,Undulograptus,nspA,*,*,Maletz,1995,*,,,
GR3265,Und.nspA,graptolite,Undulograptus,nspA,*,*,Williams,1992,*,,,
GR2617,Und.situ,graptolite,Undulograptus,situlus,*,*,(Legg),1976,*,,,
GR5490,Und sp.,graptolite,Undulograptus,sp.1,Servais&Maletz_1992,*,Servais&Maletz,1992,*,,,
GR4080,Und.spin,graptolite,Undulograptus,spinosus,*,*,*,*,*,,,
GR4075,Und.tong,graptolite,Undulograptus,tongziensis,*,*,*,*,*,,,
GR5435,Uni.mini,graptolite,Unicornigraptus,minimus,*,*,Chen_in_Chen_et_al,2016,*,,,
GR5436,Uni.scan,graptolite,Unicornigraptus,scandinavicus,*,*,Goldman_in_Chen_et_al,2016,*,,,
GR5437,Uni.xinj,graptolite,Unicornigraptus,xinjiangensis,*,*,Chen&Goldman_in_Chen_et_al,2016,*,,,
GR4909,Urb.retio,graptolite,Urbanekograptus,retioloides,*,,(Urbanek),1953,*,,,
GR3092,Wan.wand,graptolite,Wandograptus,wandovalensis,*,*,Rickards_&_Jell,2002,*,,,
GR3966,Wun.erec,graptolite,Wuninograptus,erectus,*,*,Ni,1981,*,,,
GR5438,Wun.quad,graptolite,Wuninograptus,quadribrachiatus,*,*,Ni,1981,*,,,
GR3965,Wun.tetr,graptolite,Wuninograptus,tetrabrachiatus,*,*,*,*,*,,,
GR5439,Xip.aksu,graptolite,Xiphograptus,aksuensis,*,*,Chen_in_Chen_et_al,2016,*,,,
GR5521,Xip bognsp,graptolite,Xiphograptus,bogoensis,sp.nov.,Schmidt-Guendal_1994,Schmidt-Guendal,1994,*,,,
GR4066,Xip.dise,graptolite,Xiphograptus,disermus,*,*,Ni,1988,*,,,
GR2298,Xip.elon,graptolite,Xiphograptus,elongatus,*,*,*,*,*,,,
GR3621,Xip.exte,graptolite,Xiphograptus,extensus,*,*,*,*,*,,,
GR3220,Xip.form,graptolite,Xiphograptus,formosus,*,*,(Bulman),1936,*,,,
GR2011,Xip.lofu,graptolite,Xiphograptus,lofuensis,*,*,(Lee),1961,*,,,
GR4078,Xip.nsp1,graptolite,Xiphograptus,nsp1,*,*,Zhang_et_al,2007,*,,,
GR4079,Xip.nsp2,graptolite,Xiphograptus,nsp2,*,*,Zhang,2007,*,,,
GR2009,Xip.patu,graptolite,Xiphograptus,patulentis,*,*,(Chen),1979,*,,,
GR1129,Xip.robu,graptolite,Xiphograptus,robustus,*,*,(Ekstr_m),1937,*,,,
GR5286,Xip.suba,graptolite,Xiphograptus,robustus,subangustus,*,(Ge),1983,*,,,
GR4416,Xip?supe,graptolite,Xiphograptus?,superstes,*,*,*,*,*,,,
GR2193,Yin.disj,graptolite,Yinograptus,disjunctus,*,*,(Yin_&_Mu),1945,*,,,
GR2265,Yin.dubi,graptolite,Yinograptus,dubius,*,*,*,*,*,,,
GR4999,Yin.gran,graptolite,Yinograptus,grandis,*,*,*,*,*,,,
GR2074,Yus.sepa,graptolite,Yushanograptus,separatus,*,*,Chen__Han__&_Sun,1964,*,,,
GR3629,Yut.mant,graptolite,Yutagraptus,mantuanus,*,*,*,*,*,,,
GR3662,Yut.vdef,graptolite,Yutagraptus,v-deflexus,*,*,(Harris),1924,*,,,
GR5302,Yuta.tene,graptolite,Yutagraptus,v-deflexus,tenellus,*,(Ge),1990,*,,,
GR2560,Zyg.abno,graptolite,Zygograptus,abnormis,*,*,(Hall),1859,*,,,
GR2561,Zyg.ferr,graptolite,Zygograptus,ferrarius,*,*,Harris_&_Thomas,1941,*,,,
GR2562,Zyg.juno,graptolite,Zygograptus,junori,*,*,Harris_&_Thomas,1941,*,,,
GR4031,Zyg.simp,graptolite,Zygograptus,simplex,*,*,*,*,*,,,
GR5500,Iso.imi,graptolite,Isograptus,imitatus,*,*,Harris,*,GR 3233,,,
GR2618,Ade.anti,graptolite,Adelograptus,antiquus,*,*,(Hall),1899,GR1005,,,
GR2620,Bry.anti,graptolite,Bryograptus,antiquus,*,*,(Hall),1898,GR1005,,,
